name,gene,b_terrestris_B_100,b_terrestris_B_246,b_terrestris_B_36,b_terrestris_B_39,b_terrestris_B_415,b_terrestris_B_9,b_terrestris_G_87
LOC100645556,LOC100645556,2,0,0,0,0,0,0
LOC125384956,LOC125384956,0,0,0,0,0,0,0
LOC125384955,LOC125384955,5,4,0,0,0,0,1
LOC100644923,LOC100644923,205,318,363,401,382,279,19
LOC100645163,LOC100645163,202,204,0,0,428,0,0
LOC100645046,LOC100645046,30,35,50,51,46,30,20
LOC100645749,LOC100645749,0,0,0,0,0,0,0
LOC100645627,LOC100645627,3,0,2,2,2,6,0
LOC125385048,LOC125385048,0,0,0,0,0,0,0
LOC125384969,LOC125384969,0,0,0,1,1,3,2
LOC125385049,LOC125385049,0,2,0,0,0,0,0
LOC105667016,LOC105667016,0,0,0,0,0,0,0
LOC125385050,LOC125385050,0,4,0,0,0,1,0
LOC125384970,LOC125384970,0,0,0,0,2,2,1
LOC100646971,LOC100646971,12,10,32,21,8,45,8
LOC100650678,LOC100650678,74,58,47,38,61,106,34
LOC100649403,LOC100649403,42,20,32,51,23,6,13
LOC105667202,LOC105667202,6,7,0,0,2,2,0
LOC125384942,LOC125384942,0,0,4,0,0,0,0
LOC100642443,LOC100642443,87,128,108,0,105,10,28
LOC100643798,LOC100643798,1426,2338,2685,2747,2108,984,1436
LOC125384816,LOC125384816,0,0,0,0,0,0,0
TRNAV-AAC_3,TRNAV-AAC_3,0,0,0,0,0,0,0
LOC100650956,LOC100650956,0,0,8,4,0,0,8
LOC100648781,LOC100648781,0,0,2,16,0,16,150
LOC100643154,LOC100643154,203,253,146,123,185,250,266
LOC100649017,LOC100649017,123,163,72,93,97,100,98
LOC105667203,LOC105667203,68,55,20,23,63,32,17
LOC100645315,LOC100645315,81,145,141,94,104,289,77
LOC100649132,LOC100649132,0,3,0,0,6,8,2
LOC105667204,LOC105667204,1635,1825,348,221,1764,1701,2075
LOC100647806,LOC100647806,59,113,66,76,110,109,21
LOC125384908,LOC125384908,0,1,1,0,2,0,0
LOC100648895,LOC100648895,17,23,109,79,40,47,13
LOC125384909,LOC125384909,3,0,0,0,3,0,0
LOC125384907,LOC125384907,0,0,0,0,0,0,0
LOC100650555,LOC100650555,28,66,2,2,37,9,2
LOC100650804,LOC100650804,12,14,0,0,16,2,15
LOC100650919,LOC100650919,123,172,127,48,227,276,68
LOC105667205,LOC105667205,101,104,51,64,62,148,84
LOC100649253,LOC100649253,10,8,10,12,9,7,12
LOC125384939,LOC125384939,0,0,0,0,0,0,0
LOC100651278,LOC100651278,142,248,237,142,176,293,142
LOC105667206,LOC105667206,1,6,0,1,10,3,6
LOC100651034,LOC100651034,88,61,77,233,43,457,557
LOC110119141,LOC110119141,232,626,107,28,608,218,185
LOC125384940,LOC125384940,0,0,1,10,4,0,1
LOC100651518,LOC100651518,9,57,29,37,140,29,84
LOC125384941,LOC125384941,0,0,0,0,0,0,0
LOC100651636,LOC100651636,220,231,28,0,179,28,4
LOC105667207,LOC105667207,107,206,0,0,213,0,0
LOC100651753,LOC100651753,28,19,30,19,63,21,23
LOC125384938,LOC125384938,7,14,15,3,11,15,12
LOC100652111,LOC100652111,115,83,120,94,80,122,44
LOC100642683,LOC100642683,55,63,54,26,63,84,34
LOC110119238,LOC110119238,1,0,0,0,0,0,2
LOC125384960,LOC125384960,0,0,0,0,0,0,0
LOC100642321,LOC100642321,284,496,4,2,411,127,2
LOC100642199,LOC100642199,103,90,8,0,97,21,0
LOC100652227,LOC100652227,94,127,63,6,119,220,23
LOC100642800,LOC100642800,40,18,39,18,17,48,11
LOC100642561,LOC100642561,99,110,162,87,130,155,123
LOC100642920,LOC100642920,170,157,94,77,169,88,199
LOC110119219,LOC110119219,33,79,48,33,58,78,133
LOC100643318,LOC100643318,83,55,20,13,41,18,31
LOC100643566,LOC100643566,70,73,74,40,61,83,50
LOC100643442,LOC100643442,87,54,36,20,46,83,36
LOC100643035,LOC100643035,178,131,34,50,187,140,87
LOC110119220,LOC110119220,0,0,0,0,1,0,1
LOC100643924,LOC100643924,21,35,24,4,24,127,22
LOC100644247,LOC100644247,58,92,78,34,77,115,124
LOC100644362,LOC100644362,120,87,43,53,48,113,709
LOC100644050,LOC100644050,20,38,33,11,38,33,55
LOC100644480,LOC100644480,91,70,98,23,61,376,157
LOC125384974,LOC125384974,0,0,0,0,0,0,0
LOC100643686,LOC100643686,132,173,113,115,177,227,218
LOC100644676,LOC100644676,181,235,104,121,180,136,115
LOC100644800,LOC100644800,369,330,284,322,423,382,1548
LOC100650842,LOC100650842,57,97,72,35,72,57,84
LOC100650721,LOC100650721,24,20,10,12,16,28,5
LOC105665644,LOC105665644,0,1,0,0,0,0,4
LOC100651073,LOC100651073,36,21,14,24,14,30,10
LOC105665646,LOC105665646,16,12,3,6,20,11,35
LOC105665645,LOC105665645,15,13,0,6,3,7,21
LOC100651517,LOC100651517,241,381,421,430,336,496,290
LOC125384973,LOC125384973,1,0,0,1,0,0,0
LOC100651752,LOC100651752,69,57,40,33,55,92,51
LOC100651194,LOC100651194,45,76,31,13,38,117,344
LOC100651873,LOC100651873,142,154,153,144,142,225,118
LOC100651319,LOC100651319,149,140,52,67,151,111,133
LOC100651635,LOC100651635,136,188,178,126,158,499,226
LOC100651989,LOC100651989,248,267,549,442,242,888,293
LOC100652110,LOC100652110,71,63,54,37,90,79,61
LOC125384972,LOC125384972,3,8,28,13,7,7,0
LOC100652226,LOC100652226,11,22,3885,1928,13,787,452
LOC100649725,LOC100649725,1106,867,30,30,555,24,63
LOC125384643,LOC125384643,0,1,0,0,6,0,0
LOC100642198,LOC100642198,162,143,4,14,71,38,302
LOC100642320,LOC100642320,106,177,79,108,86,142,164
LOC100642560,LOC100642560,41,28,36,10,22,75,21
LOC100642442,LOC100642442,27,34,31,27,46,89,2
LOC100642799,LOC100642799,18,18,16,1,14,33,18
LOC100642919,LOC100642919,19,4,2,4,10,0,0
LOC100643034,LOC100643034,12,11,0,0,10,0,46
LOC125384975,LOC125384975,35,30,31,12,30,26,39
LOC100649955,LOC100649955,48,41,12,42,48,58,35
LOC100643358,LOC100643358,36,44,54,27,67,84,40
LOC100643479,LOC100643479,26,13,0,2,26,4,7
LOC125384976,LOC125384976,0,0,0,0,0,0,0
LOC100643605,LOC100643605,61,68,43,57,65,69,76
LOC100643846,LOC100643846,33,41,47,46,40,66,32
LOC100643728,LOC100643728,77,75,22,79,70,37,142
LOC100643970,LOC100643970,84,85,65,60,88,95,103
LOC100644090,LOC100644090,27,24,16,16,34,36,21
LOC100644206,LOC100644206,55,50,44,27,49,69,19
LOC125384977,LOC125384977,2,0,0,1,0,6,0
LOC100644325,LOC100644325,31,65,67,48,55,248,62
LOC100650071,LOC100650071,0,0,2,2,0,2,0
LOC100644714,LOC100644714,22,19,8,12,27,42,20
LOC100644515,LOC100644515,57,80,77,51,72,51,555
LOC105665650,LOC105665650,0,0,0,0,0,0,6
LOC100644840,LOC100644840,42,68,64,34,69,139,52
LOC100650061,LOC100650061,270,314,260,269,291,346,282
LOC100644957,LOC100644957,125,165,57,58,143,195,123
LOC125384979,LOC125384979,5,2,0,0,0,2,6
Kr-h1,Kr-h1,26,0,8,9,0,95,56
LOC125384978,LOC125384978,0,2,0,0,0,0,0
LOC100645626,LOC100645626,35,40,37,28,36,63,49
LOC100645867,LOC100645867,28,35,32,40,41,32,44
LOC100645438,LOC100645438,87,83,62,54,76,81,108
LOC100645187,LOC100645187,58,81,73,56,63,58,69
LOC100645748,LOC100645748,3,6,19,0,4,136,4
LOC100645983,LOC100645983,97,76,27,77,105,93,125
LOC125384982,LOC125384982,0,2,0,0,1,0,0
LOC100646102,LOC100646102,25,24,9,7,5,11,14
LOC100646288,LOC100646288,52,62,29,34,61,73,40
LOC100646406,LOC100646406,49,40,66,39,47,48,57
LOC100646532,LOC100646532,40,58,40,41,36,65,27
LOC100646653,LOC100646653,134,88,166,55,108,137,133
LOC105665648,LOC105665648,13,14,28,8,12,15,13
LOC100650316,LOC100650316,166,206,85,103,127,209,236
LOC110119235,LOC110119235,4,2,6,0,5,1,8
LOC100646859,LOC100646859,257,317,222,142,281,395,278
LOC110119236,LOC110119236,0,4,4,8,0,4,1
LOC100647016,LOC100647016,43,34,31,44,30,76,28
LOC100647138,LOC100647138,133,107,88,42,140,189,152
LOC100647255,LOC100647255,228,293,719,696,379,1801,492
LOC100647373,LOC100647373,95,82,52,28,94,100,82
LOC100647494,LOC100647494,391,416,167,95,421,206,114
LOC125384983,LOC125384983,7,2,4,1,1,0,0
LOC125384981,LOC125384981,2,0,0,4,1,2,0
LOC100648241,LOC100648241,56,28,62,40,49,86,31
LOC100647928,LOC100647928,97,107,137,89,84,163,58
LOC100648051,LOC100648051,313,383,219,141,425,326,896
LOC100650434,LOC100650434,81,69,18,40,68,27,202
LOC125384985,LOC125384985,0,0,0,0,0,0,0
LOC110119237,LOC110119237,1,0,0,0,0,0,0
LOC100648430,LOC100648430,123,130,2,0,94,6,2
LOC100648550,LOC100648550,194,344,115,30,273,340,25
LOC100648671,LOC100648671,2,12,13,39,34,17,0
LOC125384984,LOC125384984,0,3,3,6,3,0,0
LOC125384824,LOC125384824,0,0,0,0,0,0,0
LOC105665784,LOC105665784,43,49,34,20,52,80,58
LOC100643568,LOC100643568,16,36,12,0,28,12,2
LOC100631093,LOC100631093,70,93,52,48,79,95,65
LOC125385154,LOC125385154,3,0,0,1,1,0,1
LOC100643444,LOC100643444,83,90,69,26,105,52,46
LOC100643320,LOC100643320,199,167,136,161,209,203,289
LOC100644365,LOC100644365,1,2,0,1,0,2,4
LOC100644127,LOC100644127,87,115,66,67,112,91,92
LOC100650710,LOC100650710,2,4,4,6,4,12,9
LOC100643886,LOC100643886,15,46,14,2,11,15,12
LOC100642995,LOC100642995,214,299,128,90,217,255,148
LOC105665783,LOC105665783,0,3,8,16,0,7,2
LOC100642877,LOC100642877,129,98,90,36,101,135,133
LOC100642603,LOC100642603,497,611,880,796,507,2209,655
LOC100643761,LOC100643761,37,57,156,99,56,136,137
LOC100651992,LOC100651992,96,108,41,31,91,130,91
LOC100642485,LOC100642485,28,18,25,20,21,29,3
LOC100642243,LOC100642243,98,104,111,113,98,127,119
LOC100642364,LOC100642364,212,191,201,190,215,453,298
LOC100643646,LOC100643646,10,50,28,8,46,19,8
LOC100643524,LOC100643524,138,124,124,114,142,173,121
LOC100651876,LOC100651876,47,67,21,12,65,31,49
LOC100649923,LOC100649923,64,104,53,8,95,77,30
LOC125385134,LOC125385134,0,0,2,0,0,0,2
LOC125385133,LOC125385133,0,0,0,0,0,0,0
LOC100650638,LOC100650638,93,83,100,74,108,109,236
LOC125385132,LOC125385132,0,4,13,0,0,0,7
LOC100651000,LOC100651000,17,14,11,12,3,4,3
LOC100650520,LOC100650520,25,34,39,11,27,36,20
LOC100650275,LOC100650275,29,34,6,14,36,38,20
LOC100651560,LOC100651560,32,27,43,9,28,55,25
LOC125385135,LOC125385135,3,0,6,2,1,4,2
LOC100651125,LOC100651125,26,33,15,2,32,39,8
LOC100649007,LOC100649007,6,3,0,0,12,34,0
LOC125385136,LOC125385136,0,0,0,0,0,0,0
LOC100651755,LOC100651755,7,11,14,2,22,258,0
LOC110119304,LOC110119304,0,0,0,0,0,0,0
LOC125384630,LOC125384630,118,150,148,82,106,297,145
LOC100651366,LOC100651366,30,58,17,12,47,39,25
LOC100650761,LOC100650761,159,158,118,117,187,288,169
LOC100650149,LOC100650149,240,163,86,67,154,104,143
LOC100650398,LOC100650398,69,71,28,63,54,90,148
LOC110119305,LOC110119305,0,0,0,0,0,0,1
LOC105665781,LOC105665781,165,164,74,188,165,45,98
LOC100651246,LOC100651246,33,55,70,74,55,28,45
LOC100650034,LOC100650034,58,57,66,30,57,41,54
LOC100649727,LOC100649727,111,93,84,142,59,82,99
LOC100649409,LOC100649409,14,63,526,388,71,448,0
LOC100649169,LOC100649169,15,28,36,23,22,70,42
LOC100649054,LOC100649054,152,113,217,278,136,302,14
LOC100649289,LOC100649289,203,244,690,536,283,1052,339
LOC100643402,LOC100643402,187,140,78,114,124,220,94
LOC100648507,LOC100648507,37,44,20,12,28,64,63
LOC100647895,LOC100647895,74,78,75,59,83,82,71
LOC100647573,LOC100647573,98,78,58,64,65,129,59
LOC100648858,LOC100648858,324,292,295,246,281,286,1096
LOC100648244,LOC100648244,134,125,214,136,153,252,111
LOC100648627,LOC100648627,118,138,162,80,129,249,172
LOC100647455,LOC100647455,112,107,69,117,78,193,102
LOC100647258,LOC100647258,38,32,70,22,29,33,32
LOC100647141,LOC100647141,107,89,206,181,94,267,100
LOC100647019,LOC100647019,22,15,10,8,6,22,9
LOC100646900,LOC100646900,48,46,39,20,40,58,56
LOC100649244,LOC100649244,7,10,18,16,6,25,11
LOC125385063,LOC125385063,46,50,16,8,47,2,30
LOC125385062,LOC125385062,19,10,17,16,13,79,10
LOC100649043,LOC100649043,9,22,8,6,24,6,11
LOC100646778,LOC100646778,96,68,39,28,68,81,58
LOC125385064,LOC125385064,0,2,0,0,0,1,0
LOC100646499,LOC100646499,153,160,72,81,111,139,165
LOC100646376,LOC100646376,1,7,0,0,3,0,0
LOC100646254,LOC100646254,96,79,77,38,100,93,206
LOC100646019,LOC100646019,36,22,22,9,32,13,24
LOC100645906,LOC100645906,37,38,27,19,77,55,61
LOC100643157,LOC100643157,255,267,254,190,294,155,93
LOC100647655,LOC100647655,25,10,6,18,29,16,23
LOC100647535,LOC100647535,24,10,5,6,15,52,17
LOC100643038,LOC100643038,18,20,11,12,24,31,9
LOC100647419,LOC100647419,97,83,70,57,113,98,102
LOC100642923,LOC100642923,6,0,2,8,2,6,0
LOC100647063,LOC100647063,2,3,9,0,10,8,2
LOC100646947,LOC100646947,0,2,41,0,0,336,0
LOC125385080,LOC125385080,1,6,2,1,0,9,6
LOC100642803,LOC100642803,72,89,101,54,60,197,112
LOC100646705,LOC100646705,19,23,16,10,6,32,4
LOC100642687,LOC100642687,2,0,2,1,1,1,1
LOC125385171,LOC125385171,0,0,0,2,0,0,1
LOC125385158,LOC125385158,0,0,1,2,1,4,0
LOC125385179,LOC125385179,0,0,0,0,1,1,0
LOC125385157,LOC125385157,4,2,7,2,3,5,1
LOC125385178,LOC125385178,0,0,0,0,0,1,2
LOC125385167,LOC125385167,0,2,7,1,1,0,5
LOC125385176,LOC125385176,0,2,1,0,0,0,1
LOC100646062,LOC100646062,0,0,0,0,0,0,0
LOC100646412,LOC100646412,0,0,0,0,0,0,0
LOC125385163,LOC125385163,0,0,0,0,0,0,0
LOC125385173,LOC125385173,0,0,0,0,0,0,0
LOC125385160,LOC125385160,0,0,0,0,0,0,0
LOC100646179,LOC100646179,0,0,0,0,0,0,0
LOC125385169,LOC125385169,0,0,0,0,0,0,0
LOC125385138,LOC125385138,0,0,0,0,0,0,0
LOC125385183,LOC125385183,0,0,0,0,0,0,0
LOC100645947,LOC100645947,0,0,0,0,0,0,0
LOC125385172,LOC125385172,0,0,0,0,0,0,0
LOC125385161,LOC125385161,0,0,0,0,0,0,0
LOC125385170,LOC125385170,0,0,0,0,0,0,0
LOC125385166,LOC125385166,0,0,0,0,0,0,0
LOC125385180,LOC125385180,0,0,0,0,0,0,0
LOC125385164,LOC125385164,0,0,0,0,0,0,0
LOC125385181,LOC125385181,0,0,0,0,0,0,0
LOC125385156,LOC125385156,0,0,0,0,0,0,0
LOC125385182,LOC125385182,0,0,0,0,0,0,0
LOC125385159,LOC125385159,0,0,0,0,0,0,0
LOC125385175,LOC125385175,0,0,0,0,0,1,0
LOC125385168,LOC125385168,8,13,13,8,17,7,14
LOC125385177,LOC125385177,0,1,4,0,2,0,1
LOC125385162,LOC125385162,1,4,0,1,0,5,0
LOC125384646,LOC125384646,0,1,1,0,0,5,0
LOC125385165,LOC125385165,2,6,0,3,1,16,2
LOC125385174,LOC125385174,2,0,0,0,2,2,0
LOC105665778,LOC105665778,17,6,5,8,11,6,10
LOC125385185,LOC125385185,0,0,0,0,0,0,0
LOC100651112,LOC100651112,36,51,22,12,39,45,24
LOC100648772,LOC100648772,44,43,56,43,32,62,47
LOC100648886,LOC100648886,60,76,172,185,72,428,168
LOC125385184,LOC125385184,4,6,3,0,4,12,2
LOC100642565,LOC100642565,90,132,83,0,96,115,48
LOC100645713,LOC100645713,78,106,0,2,63,13,66
LOC100645832,LOC100645832,0,0,0,0,0,19,1
LOC125385186,LOC125385186,0,0,0,0,0,0,9
LOC100645593,LOC100645593,3,0,3,0,3,234,11
LOC125385187,LOC125385187,0,0,0,0,0,0,0
LOC100645487,LOC100645487,0,5,0,0,6,273,63
LOC100645003,LOC100645003,119,140,27,29,126,87,70
LOC100645371,LOC100645371,10,18,38,43,15,74,20
LOC100645243,LOC100645243,122,142,139,144,166,234,132
LOC100642447,LOC100642447,69,54,0,0,47,10,2
LOC125385188,LOC125385188,0,2,0,0,0,0,0
LOC125385189,LOC125385189,0,0,0,4,0,0,0
LOC100644887,LOC100644887,113,181,115,128,113,186,162
LOC100644401,LOC100644401,106,95,70,70,119,197,169
LOC100644520,LOC100644520,36,34,35,36,43,39,50
LOC105665776,LOC105665776,30,30,74,27,33,37,34
LOC100644759,LOC100644759,26,33,22,6,24,14,53
LOC100644291,LOC100644291,194,233,136,136,198,144,132
LOC100642325,LOC100642325,0,0,0,0,0,6,0
LOC100642203,LOC100642203,8,16,25,6,10,69,2
LOC100648659,LOC100648659,10,4,0,0,8,12,0
LOC125385150,LOC125385150,0,0,0,0,0,0,0
LOC100644056,LOC100644056,19,2,2,0,2,0,2
LOC100643803,LOC100643803,204,259,255,204,230,375,287
LOC100643930,LOC100643930,26,12,23,35,35,30,14
LOC100643691,LOC100643691,2,2,2,6,8,0,2
LOC100643571,LOC100643571,51,38,27,33,42,72,32
LOC100643361,LOC100643361,111,152,96,112,116,274,108
LOC125385198,LOC125385198,0,0,0,0,2,2,0
LOC100643117,LOC100643117,80,119,62,46,69,135,136
LOC100643239,LOC100643239,89,94,30,32,66,140,82
LOC105665775,LOC105665775,28,36,37,21,20,33,19
LOC100652114,LOC100652114,14,19,16,2,10,3,0
LOC100642755,LOC100642755,108,133,142,92,118,71,123
LOC100642996,LOC100642996,29,31,73,68,39,79,96
LOC100642326,LOC100642326,49,88,151,60,136,139,160
LOC100652277,LOC100652277,110,91,46,53,88,128,71
LOC100652038,LOC100652038,11,11,28,11,14,33,11
LOC100652159,LOC100652159,0,2,3,1,1,4,1
LOC100651918,LOC100651918,120,210,254,120,144,265,222
LOC100651798,LOC100651798,213,227,113,73,173,570,320
LOC100650401,LOC100650401,198,201,56,100,128,91,107
LOC105665774,LOC105665774,0,2,0,0,0,0,0
LOC100650523,LOC100650523,170,171,122,100,171,232,140
LOC100651323,LOC100651323,61,62,21,27,61,52,116
LOC110119306,LOC110119306,8,14,0,2,4,2,4
LOC100651563,LOC100651563,146,186,84,84,176,164,112
LOC100650765,LOC100650765,14,8,6,8,2,41,9
LOC100651197,LOC100651197,19,18,22,0,14,26,3
LOC100650641,LOC100650641,31,24,46,29,39,86,18
LOC100651003,LOC100651003,328,350,269,196,320,271,309
LOC100650882,LOC100650882,121,117,54,67,93,179,108
LOC100645700,LOC100645700,33,53,9,10,20,23,16
LOC100645817,LOC100645817,14,13,3,0,14,38,2
LOC125385145,LOC125385145,0,0,0,0,0,1,0
LOC100650278,LOC100650278,17,16,14,8,16,36,12
LOC100650152,LOC100650152,32,44,39,68,52,70,62
LOC100649410,LOC100649410,859,2098,495,149,1515,1323,414
LOC100649172,LOC100649172,65,115,174,161,162,204,137
LOC100649532,LOC100649532,184,210,291,73,226,605,217
LOC100649729,LOC100649729,32,33,33,21,42,46,20
LOC100649840,LOC100649840,346,550,28,28,280,175,20
LOC100649291,LOC100649291,112,205,157,219,155,302,229
LOC100649057,LOC100649057,42,42,46,28,28,59,90
LOC100651638,LOC100651638,46,71,8,12,38,10,28
LOC100648822,LOC100648822,120,91,86,76,131,139,137
LOC100648709,LOC100648709,114,96,79,68,69,79,95
LOC100648246,LOC100648246,79,38,30,43,50,81,56
LOC100648474,LOC100648474,90,88,69,53,84,106,96
LOC100648131,LOC100648131,75,85,146,160,69,187,90
LOC100648595,LOC100648595,53,36,28,14,66,67,110
LOC100651520,LOC100651520,62,57,117,62,57,238,66
LOC105665772,LOC105665772,58,54,76,56,50,121,67
LOC100648018,LOC100648018,99,66,71,41,82,60,56
LOC105665771,LOC105665771,30,26,97,144,27,256,143
LOC125385147,LOC125385147,2,2,1,2,8,2,11
LOC100647615,LOC100647615,54,36,25,22,41,206,65
LOC125385148,LOC125385148,0,0,6,1,0,6,2
LOC100647182,LOC100647182,172,239,158,113,183,302,261
LOC100647062,LOC100647062,48,35,44,22,43,50,27
LOC100647418,LOC100647418,35,28,1,4,29,2,0
LOC100647295,LOC100647295,87,152,4,0,174,1,0
LOC105665770,LOC105665770,68,44,2,2,47,3,4
LOC125385146,LOC125385146,1,0,0,0,3,1,0
LOC100646946,LOC100646946,8,4,3,7,10,34,17
LOC100646704,LOC100646704,56,92,50,51,75,59,68
LOC100646503,LOC100646503,90,119,65,52,116,82,146
LOC100646379,LOC100646379,81,113,89,78,104,199,93
LOC100646141,LOC100646141,10,12,2,10,22,9,6
LOC125385139,LOC125385139,0,0,0,2,0,7,0
LOC100645946,LOC100645946,29,16,2,0,28,33,0
LOC125385197,LOC125385197,0,0,0,0,0,0,0
LOC125385095,LOC125385095,0,2,0,0,0,0,0
LOC100645831,LOC100645831,8,5,0,0,0,0,0
LOC100645444,LOC100645444,172,117,6,7,141,15,10
LOC100645558,LOC100645558,8,11,16,7,12,14,23
LOC100645322,LOC100645322,116,148,17,9,68,43,65
LOC125385149,LOC125385149,0,0,0,0,0,0,0
LOC110119327,LOC110119327,0,0,0,0,0,2,0
LOC100645194,LOC100645194,65,47,20,9,39,16,5
LOC105665769,LOC105665769,0,2,0,0,0,0,0
LOC125385076,LOC125385076,0,0,0,0,0,0,0
LOC125385077,LOC125385077,0,7,0,0,0,0,0
LOC100644886,LOC100644886,342,930,477,423,749,233,71
LOC125385075,LOC125385075,0,3,0,25,5,0,0
LOC125385094,LOC125385094,0,0,0,0,0,0,0
LOC125385079,LOC125385079,0,6,0,0,0,0,0
LOC100644014,LOC100644014,112,22,699,752,21,667,42
LOC100644326,LOC100644326,131,130,107,93,158,215,160
LOC100644207,LOC100644207,19,27,9,17,23,6,18
LOC100643888,LOC100643888,96,99,61,58,101,88,121
LOC100643690,LOC100643690,9,15,9,12,23,12,13
LOC100650923,LOC100650923,14,36,4,1,42,6,8
LOC105665768,LOC105665768,60,74,19,19,45,54,98
LOC110119308,LOC110119308,9,21,0,0,18,0,0
LOC100650807,LOC100650807,130,231,20,20,227,52,39
LOC125385067,LOC125385067,4,9,0,0,4,0,0
LOC100643446,LOC100643446,0,0,0,0,0,4,28
LOC125385068,LOC125385068,0,0,0,0,0,0,0
LOC100642878,LOC100642878,673,847,291,230,770,340,329
LOC125385066,LOC125385066,5,0,5,3,1,0,4
LOC100643076,LOC100643076,32,18,25,12,30,38,47
LOC100642754,LOC100642754,112,115,51,84,171,50,260
LOC100642516,LOC100642516,22,5,61,2,16,8,39
LOC100642635,LOC100642635,100,66,34,62,70,125,88
LOC100652192,LOC100652192,6,6,2,3,7,14,0
LOC100651994,LOC100651994,11,9,4,8,15,15,9
LOC100642401,LOC100642401,107,104,185,87,136,231,215
LOC100651678,LOC100651678,118,170,79,68,116,146,124
LOC100652312,LOC100652312,30,28,5,4,33,35,25
LOC100651797,LOC100651797,23,15,108,32,22,58,3
LOC125385069,LOC125385069,23,28,22,18,33,57,26
LOC100651562,LOC100651562,103,144,107,107,109,275,91
LOC125385065,LOC125385065,2,0,12,4,6,4,22
LOC100651322,LOC100651322,64,67,25,35,63,76,107
LOC100651440,LOC100651440,34,44,14,13,28,68,43
LOC100651196,LOC100651196,220,181,80,44,253,29,6
LOC100651076,LOC100651076,98,179,44,2,90,103,31
LOC100650764,LOC100650764,109,116,9,6,40,28,57
LOC100650640,LOC100650640,47,24,50,29,52,42,32
LOC100650557,LOC100650557,0,4,0,0,0,0,0
LOC100650522,LOC100650522,0,0,0,0,2,0,0
LOC100650400,LOC100650400,266,236,199,245,202,302,275
LOC100650151,LOC100650151,46,66,28,34,38,30,72
LOC105665761,LOC105665761,273,217,14,64,247,53,166
LOC100650277,LOC100650277,256,245,17,66,161,77,175
LOC100649925,LOC100649925,45,59,12,40,28,27,8
LOC105665802,LOC105665802,0,0,0,0,0,0,0
LOC125385140,LOC125385140,0,0,0,0,0,0,0
LOC100649806,LOC100649806,80,84,68,104,72,91,82
LOC100649574,LOC100649574,352,368,92,163,252,165,99
LOC125385071,LOC125385071,0,0,0,1,1,2,0
LOC125385070,LOC125385070,0,0,0,0,0,0,0
LOC100649375,LOC100649375,135,161,75,111,152,52,201
LOC100650319,LOC100650319,277,935,78,75,337,164,914
LOC125385072,LOC125385072,0,1,0,0,0,0,0
LOC100649255,LOC100649255,154,85,0,4,100,0,46
LOC100648937,LOC100648937,36,31,14,14,30,40,80
LOC100649134,LOC100649134,38,28,10,8,26,25,18
LOC100648821,LOC100648821,20,18,12,8,22,59,115
LOC100648276,LOC100648276,232,223,716,426,338,1033,301
LOC100648509,LOC100648509,32,35,30,29,48,21,34
LOC100648630,LOC100648630,5,9,14,10,15,15,7
LOC100648162,LOC100648162,366,382,24,8,436,20,12
LOC100647965,LOC100647965,39,46,204,956,55,73,2
LOC100647772,LOC100647772,314,315,73,116,272,141,450
LOC100650074,LOC100650074,0,9,6,2,6,5,6
LOC100647654,LOC100647654,36,22,32,14,10,78,16
LOC100647534,LOC100647534,0,0,0,0,0,0,0
LOC100647417,LOC100647417,39,45,19,18,30,26,22
LOC100647294,LOC100647294,66,84,39,33,81,48,65
LOC100646945,LOC100646945,39,66,28,22,45,90,41
LOC100647061,LOC100647061,8,14,44,2,18,64,10
LOC105665800,LOC105665800,0,0,0,2,0,0,0
LOC110119313,LOC110119313,0,2,0,2,0,0,0
LOC100649839,LOC100649839,0,2,0,0,6,2,0
LOC100646825,LOC100646825,27,37,14,3,19,1,6
LOC100646622,LOC100646622,48,28,38,20,39,50,57
LOC100649728,LOC100649728,2,14,26,15,5,12,25
LOC100646502,LOC100646502,53,71,123,123,50,270,66
LOC100646378,LOC100646378,65,65,52,30,44,71,58
LOC100645830,LOC100645830,100,160,82,65,156,82,706
LOC100645945,LOC100645945,154,152,165,165,178,290,156
LOC100645592,LOC100645592,81,72,59,46,78,80,65
LOC100645712,LOC100645712,40,69,68,49,80,60,35
LOC100645407,LOC100645407,14,17,14,16,17,36,53
LOC100649620,LOC100649620,4,8,0,2,8,6,4
LOC100645078,LOC100645078,15,48,16,26,37,71,30
LOC105665758,LOC105665758,216,416,284,36,369,257,72
LOC100644962,LOC100644962,19,20,20,18,27,15,24
LOC100644845,LOC100644845,135,190,277,198,178,330,219
LOC100644719,LOC100644719,15,40,27,51,26,107,46
LOC100644400,LOC100644400,145,206,128,138,165,89,150
LOC100644290,LOC100644290,0,10,0,8,4,0,16
LOC100649496,LOC100649496,0,0,0,0,0,0,1
LOC100644170,LOC100644170,178,277,16,8,437,2,4
LOC110119318,LOC110119318,6,4,0,1,2,0,0
LOC125385081,LOC125385081,594,1162,6,0,1831,10,2
LOC100644055,LOC100644055,186714,86826,0,0,95748,0,2
LOC100643802,LOC100643802,679,1057,493,24,915,593,144
LOC100643689,LOC100643689,25,54,2,2,32,18,8
LOC110119283,LOC110119283,14,0,0,7,2,22,0
LOC100643569,LOC100643569,12,6,1,2,6,6,0
LOC100643445,LOC100643445,20,39,47,42,28,52,49
LOC100643195,LOC100643195,0,0,0,0,0,0,0
LOC100643075,LOC100643075,38,40,23,18,15,32,34
